Timestamp,Well 1 State,Well Level,Tank 1 Level,Booster A State,Booster B State,Tank 2 Level 1,Tank 2 Level 2,
13/07/2023 07:44:26,Not Running,60.2,11.3,Not Running,Running,13.6, 8.7,
13/07/2023 07:44:27,Not Running,60.2,9.06,Not Running,Running,13.32,9.74,
13/07/2023 07:44:28,Not Running,60.2,6.82,Not Running,Running,13.04,10.78,
13/07/2023 07:44:29,Running,60.2,4.58,Not Running,Not Running,12.76,11.82,
13/07/2023 07:44:31,Running,82.5,6.84,Not Running,Not Running,12.48,11.36,
13/07/2023 07:44:32,Running,82.5, 9.1,Not Running,Not Running,12.2,10.9,
13/07/2023 07:44:33,Running,82.5,11.36,Not Running,Not Running,11.92,10.44,
13/07/2023 07:44:34,Running,82.5,13.62,Not Running,Not Running,11.64,9.98,
13/07/2023 07:44:35,Running,82.5,15.88,Not Running,Not Running,11.36,9.52,
13/07/2023 07:44:36,Running,82.5,18.14,Not Running,Not Running,11.08,9.06,
13/07/2023 07:44:37,Running,82.5,20.4,Not Running,Not Running,10.8, 8.6,
13/07/2023 07:44:38,Running,82.5,22.66,Not Running,Not Running,10.52,8.14,
13/07/2023 07:44:39,Not Running,82.5,24.92,Not Running,Not Running,10.24,7.68,
13/07/2023 07:44:40,Not Running,60.2,24.18,Not Running,Not Running,9.96,7.22,
13/07/2023 07:44:41,Not Running,60.2,23.44,Not Running,Not Running,9.68,6.76,
13/07/2023 07:44:42,Not Running,60.2,22.7,Not Running,Not Running, 9.4, 6.3,
13/07/2023 07:44:43,Not Running,60.2,21.96,Not Running,Not Running,9.12,5.84,
13/07/2023 07:44:44,Not Running,60.2,21.22,Not Running,Not Running,8.84,5.38,
13/07/2023 07:44:45,Not Running,60.2,20.48,Not Running,Not Running,8.56,4.92,
13/07/2023 07:44:46,Not Running,60.2,19.74,Not Running,Not Running,8.28,4.46,
13/07/2023 07:44:47,Not Running,60.2,  19,Not Running,Not Running,   8,   4,
13/07/2023 07:44:48,Not Running,60.2,18.26,Not Running,Running,7.72,3.54,
13/07/2023 07:44:49,Not Running,60.2,16.02,Not Running,Running,7.44,4.58,
13/07/2023 07:44:50,Not Running,60.2,13.78,Not Running,Running,7.16,5.62,
13/07/2023 07:44:51,Not Running,60.2,11.54,Not Running,Running,6.88,6.66,
13/07/2023 07:44:52,Not Running,60.2, 9.3,Not Running,Running, 6.6, 7.7,
13/07/2023 07:44:53,Not Running,60.2,7.06,Not Running,Running,6.32,8.74,
13/07/2023 07:44:54,Running,60.2,4.82,Not Running,Not Running,6.04,9.78,
13/07/2023 07:44:55,Running,82.5,7.08,Not Running,Not Running,5.76,9.32,
13/07/2023 07:44:56,Running,82.5,9.34,Not Running,Not Running,5.48,8.86,
13/07/2023 07:44:57,Running,82.5,11.6,Not Running,Not Running, 5.2, 8.4,
13/07/2023 07:44:59,Running,82.5,13.86,Not Running,Not Running,4.92,7.94,
13/07/2023 07:45:00,Running,82.5,16.12,Not Running,Not Running,4.64,7.48,
13/07/2023 07:45:01,Running,82.5,18.38,Not Running,Not Running,4.36,7.02,
13/07/2023 07:45:02,Running,82.5,20.64,Not Running,Not Running,4.08,6.56,
13/07/2023 07:45:03,Running,82.5,22.9,Not Running,Not Running, 3.8, 6.1,
13/07/2023 07:45:04,Not Running,82.5,25.16,Running,Not Running,3.52,5.64,
13/07/2023 07:45:05,Not Running,60.2,23.42,Running,Not Running,4.24,5.18,
13/07/2023 07:45:06,Not Running,60.2,21.68,Running,Not Running,4.96,4.72,
13/07/2023 07:45:07,Not Running,60.2,19.94,Running,Not Running,5.68,4.26,
13/07/2023 07:45:08,Not Running,60.2,18.2,Running,Not Running, 6.4, 3.8,
13/07/2023 07:45:09,Not Running,60.2,16.46,Running,Running,7.12,3.34,
13/07/2023 07:45:10,Not Running,60.2,13.22,Running,Running,7.84,4.38,
13/07/2023 07:45:11,Not Running,60.2,9.98,Running,Running,8.56,5.42,
13/07/2023 07:45:12,Not Running,60.2,6.74,Running,Running,9.28,6.46,
13/07/2023 07:45:13,Running,60.2, 3.5,Running,Not Running,  10, 7.5,
13/07/2023 07:45:14,Running,82.5,4.76,Running,Not Running,10.72,7.04,
13/07/2023 07:45:15,Running,82.5,6.02,Running,Not Running,11.44,6.58,
13/07/2023 07:45:16,Running,82.5,7.28,Running,Not Running,12.16,6.12,
13/07/2023 07:45:17,Running,82.5,8.54,Running,Not Running,12.88,5.66,
13/07/2023 07:45:18,Running,82.5, 9.8,Running,Not Running,13.6, 5.2,
13/07/2023 07:45:19,Running,82.5,11.06,Running,Not Running,14.32,4.74,
13/07/2023 07:45:20,Running,82.5,12.32,Running,Not Running,15.04,4.28,
13/07/2023 07:45:21,Running,82.5,13.58,Running,Not Running,15.76,3.82,
13/07/2023 07:45:22,Running,82.5,14.84,Running,Running,16.48,3.36,
13/07/2023 07:45:23,Running,82.5,14.6,Running,Running,17.2, 4.4,
13/07/2023 07:45:24,Running,82.5,14.36,Running,Running,17.92,5.44,
13/07/2023 07:45:25,Running,82.5,14.12,Running,Running,18.64,6.48,
13/07/2023 07:45:26,Running,82.5,13.88,Running,Running,19.36,7.52,
13/07/2023 07:45:28,Running,82.5,13.64,Running,Running,20.08,8.56,
13/07/2023 07:45:29,Running,82.5,13.4,Running,Running,20.8, 9.6,
13/07/2023 07:45:30,Running,82.5,13.16,Running,Running,21.52,10.64,
